monarchrunid,uniqueid,order,date,release,spatialconfig,timecdt,duration,durationsec,behaviorclassification,surface,locatione,locationn,landcoverclassification,turnangle,steplength,bearing,turnwithin
20022a,719,14,6/29/2020,east,poor-roadside,7:42:04,0:00:59,59,feed,dandilion,447040.673,4646253.792,poor,5.763235121,7.632985852,184.1471193,TRUE
20022a,720,15,6/29/2020,east,poor-roadside,7:43:05,0:00:43,43,rest,grass,447040.121,4646246.179,poor,-5.186605877,19.95428388,178.9605134,TRUE
20022a,721,16,6/29/2020,east,poor-roadside,7:43:50,0:00:57,57,feed,dandilion,447040.483,4646226.228,poor,-7.191934475,1.59947804,171.768579,TRUE
20022a,722,17,6/29/2020,east,poor-roadside,7:44:49,0:00:36,36,feed,dandilion,447040.712,4646224.645,poor,10.81107308,1.022035713,182.579652,TRUE
20022a,723,18,6/29/2020,east,poor-roadside,7:45:27,0:00:38,38,feed,dandilion,447040.666,4646223.624,poor,6.664940729,1.730476235,189.2445928,TRUE
20022a,724,19,6/29/2020,east,poor-roadside,7:46:07,0:01:11,71,feed,dandilion,447040.388,4646221.916,poor,-11.50262134,1.827418945,177.7419714,TRUE
20022a,725,20,6/29/2020,east,poor-roadside,7:47:20,0:00:54,54,feed,dandilion,447040.46,4646220.09,poor,1.33056459,2.162283283,179.072536,TRUE
20022a,726,21,6/29/2020,east,poor-roadside,7:48:16,0:00:29,29,feed,dandilion,447040.495,4646217.928,poor,1.421664889,1.739064691,180.4942009,TRUE
20022a,727,22,6/29/2020,east,poor-roadside,7:48:47,0:01:41,101,feed,dandilion,447040.48,4646216.189,poor,-0.243820364,1.373013111,180.2503805,TRUE
20022a,728,23,6/29/2020,east,poor-roadside,7:50:30,0:00:58,58,feed,dandilion,447040.474,4646214.816,poor,3.604054545,10.85956376,183.8544351,TRUE
20022a,729,24,6/29/2020,east,poor-roadside,7:51:30,0:00:43,43,rest,grass,447039.744,4646203.981,poor,-10.46986707,6.275785607,173.384568,TRUE
20022a,730,25,6/29/2020,east,poor-roadside,7:52:15,0:00:53,53,feed,dandilion,447040.467,4646197.747,poor,5.304032359,1.79146923,178.6886004,TRUE
20022a,731,26,6/29/2020,east,poor-roadside,7:53:10,0:01:18,78,feed,dandilion,447040.508,4646195.956,poor,2.730085536,9.289847631,181.4186859,TRUE
20022a,732,27,6/29/2020,east,poor-roadside,7:54:30,0:02:21,141,feed,dandilion,447040.278,4646186.669,poor,24.47208368,14.78277464,205.8907696,TRUE
20022a,733,28,6/29/2020,east,poor-roadside,7:58:03,0:00:01,1,fly,air,447033.823,4646173.37,poor,80.31624398,28.3079722,286.2070136,
20022a,734,29,6/29/2020,east,poor-roadside,7:58:59,0:00:01,1,fly,air,447006.64,4646181.271,crop,,,,
20024a,735,1,6/29/2020,east,poor-roadside,9:03:00,0:01:59,119,release,grass,447038.555,4646365.086,poor,,209.6921529,7.852267937,
20024a,736,2,6/29/2020,east,poor-roadside,9:05:59,0:00:01,1,fly,air,447067.203,4646572.812,crop,,,,
20030a,737,1,6/30/2020,west,rich-roadside,8:12:00,0:28:28,1708,release,grass,445432.779,4646802.155,poor,,17.71476009,84.00876989,
20030a,738,2,6/30/2020,west,rich-roadside,8:40:30,0:02:17,137,feed,butterfly milkweed,445450.397,4646804.004,rich,-161.7085911,2.337661225,282.3001788,
20030a,739,3,6/30/2020,west,rich-roadside,8:42:49,0:00:23,23,rest,vegetation,445448.113,4646804.502,rich,3.141592654,2.337661225,102.3001788,TRUE
20030a,740,4,6/30/2020,west,rich-roadside,8:43:14,0:01:54,114,feed,butterfly milkweed,445450.397,4646804.004,rich,30.28067404,3.149432012,132.5808528,TRUE
20030a,741,5,6/30/2020,west,rich-roadside,8:45:10,0:00:15,15,feed,oxeye sunflower,445452.716,4646801.873,rich,-47.73266001,1.703883212,84.84819281,TRUE
20030a,742,6,6/30/2020,west,rich-roadside,8:45:27,0:00:31,31,feed,oxeye sunflower,445454.413,4646802.026,rich,22.99033046,10.81494309,107.8385233,TRUE
20030a,743,7,6/30/2020,west,rich-roadside,8:46:00,0:25:00,1500,feed,butterfly milkweed,445464.708,4646798.713,rich,,,,
20031a,744,1,6/30/2020,west,rich-roadside,9:40:00,0:17:58,1078,release,grass,445432.571,4646802.242,poor,,2.461268779,346.1783042,
20031a,745,2,6/30/2020,west,rich-roadside,9:58:00,0:00:58,58,rest,grass,445431.983,4646804.632,poor,-2.046539862,2.753944444,344.1317643,TRUE
20031a,746,3,6/30/2020,west,rich-roadside,9:59:00,0:00:48,48,rest,common milkweed,445431.23,4646807.281,poor,-64.6234522,1.228882826,279.5083121,TRUE
20031a,747,4,6/30/2020,west,rich-roadside,9:59:50,0:00:27,27,rest,grass,445430.018,4646807.484,poor,127.2273925,2.404559211,46.73570459,TRUE
20031a,748,5,6/30/2020,west,rich-roadside,10:00:19,0:04:09,249,rest,twigs,445431.769,4646809.132,poor,-39.97171402,3.090510799,6.763990569,TRUE
20031a,749,6,6/30/2020,west,rich-roadside,10:04:30,0:00:28,28,rest,grass,445432.133,4646812.201,poor,-15.31954882,1.8283457,351.4444418,TRUE
20031a,750,7,6/30/2020,west,rich-roadside,10:05:00,0:00:09,9,rest,grass,445431.861,4646814.009,poor,52.12141414,5.933070201,43.56585589,TRUE
20031a,751,8,6/30/2020,west,rich-roadside,10:05:11,0:00:32,32,feed,white sweet clover,445435.95,4646818.308,poor,-44.22767772,5.021334982,359.3381782,TRUE
20031a,752,9,6/30/2020,west,rich-roadside,10:05:45,0:00:53,53,feed,red clover,445435.892,4646823.329,poor,1.081764257,6.276168577,0.419942426,TRUE
20031a,753,10,6/30/2020,west,rich-roadside,10:06:40,0:00:33,33,rest,bare ground,445435.938,4646829.605,poor,-4.795753329,14.58752186,355.6241891,TRUE
20031a,754,11,6/30/2020,west,rich-roadside,10:07:15,0:16:23,983,rest,grass,445434.825,4646844.15,poor,-0.312189902,32.08132728,355.3119992,TRUE
20031a,755,12,6/30/2020,west,rich-roadside,10:23:40,0:16:20,980,rest,grass,445432.203,4646876.124,poor,,,,
20037a,756,1,7/1/2020,east,poor-roadside,12:24:00,0:06:53,413,release,grass,447037.105,4646396.928,poor,,5.297814361,272.1743337,
20037a,757,2,7/1/2020,east,poor-roadside,12:30:55,0:10:03,603,rest,soy,447031.811,4646397.129,crop,-75.85999389,5.503602456,196.3143398,
20037a,758,3,7/1/2020,east,poor-roadside,12:41:00,0:01:48,108,rest,soy,447030.265,4646391.847,crop,115.1143728,9.013315705,311.4287126,TRUE
20037a,759,4,7/1/2020,east,poor-roadside,12:43:00,0:07:00,420,rest,soy,447023.507,4646397.811,crop,-85.98080681,15.19618906,225.4479058,TRUE
20037a,760,5,7/1/2020,east,poor-roadside,12:53:30,0:08:00,480,rest,soy,447012.678,4646387.15,crop,0.753691844,346.4672945,226.2015976,TRUE
20037a,761,6,7/1/2020,east,poor-roadside,13:02:30,0:01:00,60,rest,soy,446762.605,4646147.352,crop,11.55742241,149.825289,237.75902,
20037a,762,7,7/1/2020,east,poor-roadside,13:03:59,0:00:01,1,rest,grass,446635.881,4646067.423,poor,,,,
20044a,763,1,7/10/2020,east,poor-roadside,9:23:00,0:14:24,864,release,vegetative plant,447038.607,4646408.178,poor,,1.682622358,125.078498,
20044a,764,2,7/10/2020,east,poor-roadside,9:37:26,0:00:33,33,rest,grass,447039.984,4646407.211,poor,54.00703116,8.396069378,179.0855292,TRUE
20044a,765,3,7/10/2020,east,poor-roadside,9:38:01,0:00:21,21,rest,vegetation,447040.118,4646398.816,poor,1.879879863,50.68619493,180.965409,TRUE
20044a,766,4,7/10/2020,east,poor-roadside,9:38:43,0:00:30,30,rest,vegetation,447039.264,4646348.137,poor,22.06916371,14.08175348,203.0345728,TRUE
20044a,767,5,7/10/2020,east,poor-roadside,9:39:15,0:01:10,70,rest,grass,447033.754,4646335.178,poor,25.89998433,3.802590302,228.9345571,
20044a,768,6,7/10/2020,east,poor-roadside,9:40:27,0:01:11,71,rest,soy,447030.887,4646332.68,crop,-31.96143848,10.66034521,196.9731186,
20044a,769,7,7/10/2020,east,poor-roadside,9:41:40,0:00:01,1,rest,soy,447027.775,4646322.484,crop,,,,
20046a,770,1,7/13/2020,west,rich-roadside,9:20:00,0:15:48,948,release,grass,445432.712,4646770.971,poor,,1.280613915,43.03814922,
20046a,771,2,7/13/2020,west,rich-roadside,9:35:50,0:07:58,478,rest,common milkweed,445433.586,4646771.907,poor,-68.72885182,3.575441791,334.3092974,TRUE
20046a,772,3,7/13/2020,west,rich-roadside,9:43:50,0:00:38,38,rest,grass,445432.036,4646775.129,poor,-94.28115638,5.854981554,240.028141,
20046a,773,4,7/13/2020,west,rich-roadside,9:44:30,0:00:28,28,rest,corn,445426.964,4646772.204,crop,43.8180674,1.023748504,283.8462084,
20046a,774,5,7/13/2020,west,rich-roadside,9:45:00,0:00:28,28,rest,corn,445425.97,4646772.449,crop,-27.89059743,5.117986811,255.955611,TRUE
20046a,775,6,7/13/2020,west,rich-roadside,9:45:30,0:06:38,398,rest,corn,445421.005,4646771.207,crop,94.89805084,1.93763593,350.8536618,TRUE
20046a,776,7,7/13/2020,west,rich-roadside,9:52:10,0:00:01,1,rest,corn,445420.697,4646773.12,crop,124.0728096,4.019410529,114.9264714,TRUE
20046a,777,8,7/13/2020,west,rich-roadside,9:52:14,0:00:01,1,rest,corn,445424.342,4646771.426,crop,-106.873186,39.3450123,8.053285431,TRUE
20046a,778,9,7/13/2020,west,rich-roadside,9:59:12,0:00:01,1,rest,corn,445429.854,4646810.383,crop,69.31274093,14.1823949,77.36602636,
20046a,779,10,7/13/2020,west,rich-roadside,10:06:10,0:01:48,108,feed,red clover,445443.693,4646813.485,poor,-52.04263309,24.64188864,25.32339327,
20046a,780,11,7/13/2020,west,rich-roadside,10:08:00,0:05:00,300,feed,butterfly milkweed,445454.233,4646835.759,rich,,,,
20047a,781,1,7/13/2020,west,rich-roadside,10:48:00,0:05:48,348,release,grass,445432.82,4646771.358,poor,,18.19005082,270.1354433,
20047a,782,2,7/13/2020,west,rich-roadside,10:53:50,0:00:08,8,rest,corn,445414.63,4646771.401,crop,-70.68435526,6.900858859,199.4510881,
20047a,783,3,7/13/2020,west,rich-roadside,10:54:00,0:00:28,28,rest,corn,445412.332,4646764.894,crop,-13.15420681,6.281899155,186.2968812,TRUE
20047a,784,4,7/13/2020,west,rich-roadside,10:54:30,0:01:30,90,rest,corn,445411.643,4646758.65,crop,176.4949677,9.813648047,2.791848984,TRUE
20047a,785,5,7/13/2020,west,rich-roadside,11:03:29,0:00:01,1,rest,corn,445412.121,4646768.452,crop,,,,
20048a,786,1,7/14/2020,east,poor-roadside,7:45:00,0:25:28,1528,release,grass,447038.105,4646386.699,poor,,7.817548593,194.6032987,
20048a,787,2,7/14/2020,east,poor-roadside,8:10:30,0:00:13,13,rest,vegetative plant,447036.134,4646379.134,poor,-65.3763488,2.130002113,129.2269499,TRUE
20048a,788,3,7/14/2020,east,poor-roadside,8:10:45,0:00:58,58,rest,vegetative plant,447037.784,4646377.787,poor,55.29123413,9.673060167,184.518184,TRUE
20048a,789,4,7/14/2020,east,poor-roadside,8:11:45,0:09:13,553,rest,vegetative plant,447037.022,4646368.144,poor,-67.12281734,2.314573395,117.3953667,TRUE
20048a,790,5,7/14/2020,east,poor-roadside,8:21:00,0:24:00,1440,rest,vegetative plant,447039.077,4646367.079,poor,,,,
20049a,791,1,7/14/2020,east,poor-roadside,9:05:00,0:07:43,463,release,grass,447038.359,4646387.289,poor,,7.279885508,303.6791532,
20049a,792,2,7/14/2020,east,poor-roadside,9:12:45,0:00:03,3,rest,soy,447032.301,4646391.326,crop,-90.68430834,4.800174164,212.9948449,
20049a,793,3,7/14/2020,east,poor-roadside,9:12:50,0:16:10,970,rest,soy,447029.687,4646387.3,crop,115.7198285,40.57960535,328.7146733,TRUE
20049a,794,4,7/14/2020,east,poor-roadside,9:29:50,0:00:18,18,rest,soy,447008.614,4646421.979,crop,-0.056804635,17.89300905,328.6578687,TRUE
20049a,795,5,7/14/2020,east,poor-roadside,9:30:10,0:06:03,363,rest,soy,446999.307,4646437.261,crop,52.42377251,245.3420271,21.08164121,TRUE
20049a,796,6,7/14/2020,east,poor-roadside,9:36:15,0:00:01,1,rest,corn,447087.556,4646666.182,crop,43.77050974,276.4218604,64.85215095,TRUE
20049a,797,7,7/14/2020,east,poor-roadside,10:07:59,0:00:01,1,rest,corn,447337.777,4646783.649,crop,48.97036502,114.7101922,113.822516,TRUE
20049a,798,8,7/14/2020,east,poor-roadside,10:49:00,0:00:01,1,rest,corn,447442.714,4646737.317,crop,3.681017606,18.37578834,117.5035336,
20049a,799,9,7/14/2020,east,poor-roadside,11:02:00,0:00:01,1,rest,vegetation,447459.013,4646728.831,rich,,,,
20051a,800,1,7/16/2020,west,rich-roadside,10:12:00,0:08:28,508,release,grass,445432.472,4646779.186,poor,,3.825063268,180.3295407,
20051a,801,2,7/16/2020,west,rich-roadside,10:20:30,0:21:13,1273,rest,grass,445432.45,4646775.361,poor,113.1330659,3.875419203,293.4626066,
20051a,802,3,7/16/2020,west,rich-roadside,10:41:45,0:02:13,133,rest,corn,445428.895,4646776.904,crop,79.73202874,29.88700868,13.19463535,
20051a,803,4,7/16/2020,west,rich-roadside,10:44:00,0:03:43,223,feed,red clover,445435.717,4646806.002,poor,-5.712386459,2.526512616,7.482248894,
20051a,804,5,7/16/2020,west,rich-roadside,10:47:45,0:10:13,613,feed,red clover,445436.046,4646808.507,poor,-15.65962312,3.599599006,351.8226258,TRUE
20051a,805,6,7/16/2020,west,rich-roadside,10:58:00,0:08:08,488,feed,red clover,445435.534,4646812.07,poor,21.34380026,1.549738687,13.16642603,TRUE
20051a,806,7,7/16/2020,west,rich-roadside,11:06:10,0:01:38,98,feed,red clover,445435.887,4646813.579,poor,-26.08375356,1.055716345,347.0826725,TRUE
20051a,807,8,7/16/2020,west,rich-roadside,11:07:50,0:01:58,118,feed,red clover,445435.651,4646814.608,poor,50.62278136,0.918897709,37.70545383,TRUE
20051a,808,9,7/16/2020,west,rich-roadside,11:09:50,0:00:58,58,feed,red clover,445436.213,4646815.335,poor,3.141592654,0.918897709,217.7054538,TRUE
20051a,809,10,7/16/2020,west,rich-roadside,11:10:50,0:00:48,48,feed,red clover,445435.651,4646814.608,poor,3.141592654,0.918897709,37.70545383,TRUE
20051a,810,11,7/16/2020,west,rich-roadside,11:11:40,0:00:20,20,feed,red clover,445436.213,4646815.335,poor,,,,
20052a,811,1,7/16/2020,west,rich-roadside,11:40:00,0:00:18,18,release,grass,445432.208,4646779.483,poor,,1.389850351,162.8427152,
20052a,812,2,7/16/2020,west,rich-roadside,11:40:20,0:00:51,51,rest,grass,445432.618,4646778.155,poor,111.0715998,3.383893763,273.914315,TRUE
20052a,813,3,7/16/2020,west,rich-roadside,11:41:13,0:03:15,195,feed,common milkweed,445429.242,4646778.386,poor,46.98613518,0.488369737,320.9004502,TRUE
20052a,814,4,7/16/2020,west,rich-roadside,11:44:30,0:00:08,8,rest,grass,445428.934,4646778.765,poor,-138.1289217,2.109467468,182.7715285,
20052a,815,5,7/16/2020,west,rich-roadside,11:44:40,0:01:33,93,rest,corn,445428.832,4646776.658,crop,-8.582297338,5.975704979,174.1892312,
20052a,816,6,7/16/2020,west,rich-roadside,11:46:15,0:01:08,68,feed,common milkweed,445429.437,4646770.713,poor,9.145762123,5.346053685,183.3349933,
20052a,817,7,7/16/2020,west,rich-roadside,11:47:25,0:00:10,10,rest,corn,445429.126,4646765.376,crop,20.09505868,3.867925155,203.430052,
20052a,818,8,7/16/2020,west,rich-roadside,11:47:37,0:05:18,318,rest,corn,445427.588,4646761.827,crop,-139.5639607,4.338541921,63.86609127,
20052a,819,9,7/16/2020,west,rich-roadside,11:52:57,0:05:25,325,rest,common milkweed,445431.483,4646763.738,poor,120.9419974,7.921876798,184.8080887,
20052a,820,10,7/16/2020,west,rich-roadside,11:58:24,0:00:37,37,rest,grass,445430.819,4646755.844,poor,-7.920207762,108.4729749,176.8878809,TRUE
20052a,821,11,7/16/2020,west,rich-roadside,11:59:53,0:00:08,8,feed,red clover,445436.708,4646647.531,poor,5.942938073,72.28620964,182.830819,TRUE
20052a,822,12,7/16/2020,west,rich-roadside,12:00:48,0:00:31,31,rest,common milkweed,445433.138,4646575.333,poor,18.87924513,8.153335574,201.7100641,TRUE
20052a,823,13,7/16/2020,west,rich-roadside,12:01:47,0:00:30,30,rest,common milkweed,445430.122,4646567.758,poor,-70.05547011,45.87607012,131.654594,
20052a,824,14,7/16/2020,west,rich-roadside,12:07:17,0:00:01,1,fly,air,445464.399,4646537.267,crop,,,,
20053a,825,1,7/16/2020,west,rich-roadside,13:48:00,0:22:28,1348,release,grass,445432.695,4646778.931,poor,,8.522815615,358.2854722,
20053a,826,2,7/16/2020,west,rich-roadside,14:10:30,0:00:28,28,rest,common milkweed,445432.44,4646787.45,poor,-73.89327701,3.162240503,284.3921952,
20053a,827,3,7/16/2020,west,rich-roadside,14:11:00,0:00:28,28,rest,corn,445429.377,4646788.236,crop,31.37122246,6.740033012,315.7634176,
20053a,828,4,7/16/2020,west,rich-roadside,14:11:30,0:02:28,148,rest,corn,445424.675,4646793.065,crop,104.7491592,12.97354404,60.51257685,
20053a,829,5,7/16/2020,west,rich-roadside,14:14:00,0:02:58,178,feed,red clover,445435.968,4646799.451,poor,29.79624847,17.62525603,90.30882533,
20053a,830,6,7/16/2020,west,rich-roadside,14:17:00,0:00:45,45,rest,senesed foxglove,445453.593,4646799.356,rich,26.74586638,11.9316472,117.0546917,
20053a,831,7,7/16/2020,west,rich-roadside,14:18:00,0:12:45,765,rest,compass plant,445464.219,4646793.929,rich,-113.1391033,32.96394652,3.91558837,TRUE
20053a,832,8,7/16/2020,west,rich-roadside,14:41:00,0:03:58,238,feed,butterfly milkweed,445466.47,4646826.816,rich,29.23189192,8.083453717,33.14748029,TRUE
20053a,833,9,7/16/2020,west,rich-roadside,14:45:00,0:06:00,360,feed,butterfly milkweed,445470.89,4646833.584,rich,-40.78638612,121.8089933,352.3610942,
20053a,834,10,7/16/2020,west,rich-roadside,15:28:00,0:00:01,1,mate,corn,445454.698,4646954.312,crop,-25.2188591,50.06309179,327.1422351,
20053a,835,11,7/16/2020,west,rich-roadside,15:32:59,0:00:01,1,mate,tree,445427.536,4646996.366,poor,,,,
20054a,836,1,7/19/2020,west,rich-roadside,7:23:00,0:16:43,1003,release,grass,445433.377,4646819.833,poor,,4.474859216,274.3446944,
20054a,837,2,7/19/2020,west,rich-roadside,7:39:45,0:05:03,303,rest,corn,445428.915,4646820.172,crop,133.4583413,6.781489585,47.80303571,
20054a,838,3,7/19/2020,west,rich-roadside,7:44:50,0:00:08,8,rest,common milkweed,445433.939,4646824.727,poor,16.94137554,2.015670856,64.74441126,
20054a,839,4,7/19/2020,west,rich-roadside,7:45:00,0:10:44,644,feed,red clover,445435.762,4646825.587,poor,-62.55347713,13.02652267,2.190934125,TRUE
20054a,840,5,7/19/2020,west,rich-roadside,7:55:46,0:18:34,1114,feed,red clover,445436.26,4646838.604,poor,-21.08532187,11.51548809,341.1056123,TRUE
20054a,841,6,7/19/2020,west,rich-roadside,8:14:22,0:00:31,31,rest,common milkweed,445432.531,4646849.499,poor,-29.21919668,4.6476025,311.8864156,
20054a,842,7,7/19/2020,west,rich-roadside,8:14:55,0:00:33,33,rest,corn,445429.071,4646852.602,crop,152.7636551,15.19087795,104.6500707,
20054a,843,8,7/19/2020,west,rich-roadside,8:15:30,0:00:28,28,feed,red clover,445443.768,4646848.76,poor,74.12004698,8.525964169,178.7701176,
20054a,844,9,7/19/2020,west,rich-roadside,8:16:00,0:00:55,55,feed,red clover,445443.951,4646840.236,poor,133.9591851,20.16696437,312.7293027,
20054a,845,10,7/19/2020,west,rich-roadside,8:16:57,0:00:19,19,rest,corn,445429.137,4646853.92,crop,136.5522707,24.64393729,89.28157341,
20054a,846,11,7/19/2020,west,rich-roadside,8:17:18,0:03:42,222,feed,butterfly milkweed,445453.779,4646854.229,rich,,,,
20055a,847,1,7/19/2020,west,rich-roadside,8:47:00,0:01:25,85,release,grass,445433.577,4646819.879,poor,,14.49117449,171.7994438,
20055a,848,2,7/19/2020,west,rich-roadside,8:48:37,0:02:06,126,feed,red clover,445435.644,4646805.536,poor,7.139332639,3.401583455,178.9387764,TRUE
20055a,849,3,7/19/2020,west,rich-roadside,8:50:45,0:03:32,212,feed,red clover,445435.707,4646802.135,poor,-149.1620995,1.117553131,29.77667694,TRUE
20055a,850,4,7/19/2020,west,rich-roadside,8:54:19,0:00:56,56,feed,red clover,445436.262,4646803.105,poor,97.3064933,10.2624711,127.0831702,TRUE
20055a,851,5,7/19/2020,west,rich-roadside,8:55:17,0:02:47,167,feed,red clover,445444.449,4646796.917,poor,129.5748087,14.51269934,256.6579789,TRUE
20055a,852,6,7/19/2020,west,rich-roadside,8:58:06,0:20:40,1240,rest,grass,445430.328,4646793.568,poor,-83.86241335,2.416074916,172.7955656,TRUE
20055a,853,7,7/19/2020,west,rich-roadside,9:19:15,0:00:05,5,rest,common milkweed,445430.631,4646791.171,poor,8.750025758,87.45981972,181.5455913,
20055a,854,8,7/19/2020,west,rich-roadside,9:20:15,0:00:01,1,rest,corn,445428.272,4646703.743,crop,-1.387798498,415.0325739,180.1577928,
20055a,855,9,7/19/2020,west,rich-roadside,9:33:00,0:00:01,1,rest,corn,445427.129,4646288.712,crop,51.28339245,126.7876791,231.4411853,
20055a,856,10,7/19/2020,west,rich-roadside,9:53:01,0:00:01,1,rest,vegetation,445327.985,4646209.683,rich,-68.87856634,247.297553,162.5626189,
20055a,857,11,7/19/2020,west,rich-roadside,10:05:02,0:07:58,478,mate,soy,445402.091,4645973.75,crop,,,,
20056a,858,1,7/19/2020,west,rich-roadside,10:56:00,0:05:28,328,release,grass,445433.6,4646820.047,poor,,9.063786902,220.8796703,
20056a,859,2,7/19/2020,west,rich-roadside,11:01:30,0:00:40,40,rest,corn,445427.668,4646813.194,crop,130.4288309,5.657974372,351.3085012,
20056a,860,3,7/19/2020,west,rich-roadside,11:02:12,0:06:46,406,rest,corn,445426.813,4646818.787,crop,59.83499175,26.11209452,51.14349293,
20056a,861,4,7/19/2020,west,rich-roadside,11:09:00,0:03:30,210,rest,vegetation,445447.147,4646835.169,poor,,,,
20057a,862,1,7/19/2020,west,rich-roadside,11:34:00,0:11:34,694,release,grass,445433.457,4646819.95,poor,,31.10446042,81.18423386,
20057a,863,2,7/19/2020,west,rich-roadside,11:45:36,0:01:24,84,rest,vegetative plant,445464.194,4646824.717,rich,40.04106091,1855.166857,121.2252948,
20057a,864,3,7/19/2020,west,rich-roadside,12:14:59,0:00:01,1,fly,air,447050.613,4645862.99,poor,,,,
20061a,865,1,7/23/2020,east,poor-roadside,8:47:00,0:15:58,958,release,grass,447037.79,4646302.165,poor,,6.584536126,248.5863952,
20061a,866,2,7/23/2020,east,poor-roadside,9:03:00,0:08:58,538,rest,soy,447031.66,4646299.761,crop,-110.2627117,2.780778668,138.3236835,
20061a,867,3,7/23/2020,east,poor-roadside,9:12:00,0:30:00,1800,rest,soy,447033.509,4646297.684,crop,,,,
20064a,868,1,7/23/2020,east,poor-roadside,11:10:00,0:05:18,318,release,grass,447037.677,4646301.963,poor,,7.005084439,317.6613885,
20064a,869,2,7/23/2020,east,poor-roadside,11:15:20,0:01:23,83,rest,soy,447032.959,4646307.141,crop,-19.15275762,61.79037844,298.5086309,
20064a,870,3,7/23/2020,east,poor-roadside,11:33:59,0:00:01,1,fly,air,446978.661,4646336.633,crop,,,,
20067a,871,1,7/24/2020,east,poor-roadside,8:08:00,0:03:58,238,release,grass,447036.841,4646306.339,poor,,3.827875259,199.4242596,
20067a,872,2,7/24/2020,east,poor-roadside,8:12:00,0:01:40,100,rest,vegetation,447035.568,4646302.729,poor,166.4252328,33.6160372,5.849492342,TRUE
20067a,873,3,7/24/2020,east,poor-roadside,8:14:06,0:02:38,158,rest,vegetation,447038.994,4646336.17,poor,24.02167038,3.939352739,29.87116272,TRUE
20067a,874,4,7/24/2020,east,poor-roadside,8:16:46,0:03:00,180,feeding,chickery,447040.956,4646339.586,poor,-13.26655003,27.66253976,16.60461269,TRUE
20067a,875,5,7/24/2020,east,poor-roadside,8:19:48,0:00:10,10,rest,gravel,447048.861,4646366.095,poor,-6.189632004,9.492394429,10.41498069,TRUE
20067a,876,6,7/24/2020,east,poor-roadside,8:20:00,0:03:44,224,rest,vegetation,447050.577,4646375.431,poor,161.3048847,2.916401207,171.7198654,TRUE
20067a,877,7,7/24/2020,east,poor-roadside,8:23:46,0:30:00,1800,rest,common milkweed,447050.997,4646372.545,poor,,,,
20070a,878,1,7/24/2020,east,poor-roadside,11:00:00,0:00:44,44,release,grass,447036.777,4646306.586,poor,,1.097091609,353.0369272,
20070a,879,2,7/24/2020,east,poor-roadside,11:00:46,0:03:36,216,rest,grass,447036.644,4646307.675,poor,-166.1633186,8.338935484,186.8736085,TRUE
20070a,880,3,7/24/2020,east,poor-roadside,11:04:35,0:03:51,231,rest,grass,447035.646,4646299.396,poor,33.73479313,11.36758994,220.6084017,
20070a,881,4,7/24/2020,east,poor-roadside,11:08:28,0:38:28,2308,rest,soy,447028.247,4646290.766,crop,,,,
20077a,882,1,7/27/2020,east,poor-roadside,10:53:00,0:01:52,112,release,grass,447038.034,4646355.981,poor,,28.29143802,192.2048021,
20077a,883,2,7/27/2020,east,poor-roadside,10:55:16,0:01:18,78,rest,soy,447032.053,4646328.329,crop,15.96595503,17.73137902,208.1707572,
20077a,884,3,7/27/2020,east,poor-roadside,10:56:48,0:02:04,124,rest,soy,447023.682,4646312.698,crop,-71.91089783,2.186902833,136.2598593,TRUE
20077a,885,4,7/27/2020,east,poor-roadside,10:58:54,0:00:04,4,rest,soy,447025.194,4646311.118,crop,71.07421653,6.330878691,207.3340759,TRUE
20077a,886,5,7/27/2020,east,poor-roadside,10:59:00,0:00:10,10,rest,soy,447022.287,4646305.494,crop,-20.41125148,288.1800036,186.9228244,TRUE
20077a,887,6,7/27/2020,east,poor-roadside,11:09:34,0:00:01,1,mate,soy,446987.552,4646019.415,crop,,,,
20078a,888,,7/27/2020,east,poor-roadside,11:37:00,0:08:18,498,release,grass,447038.091,4646355.536,poor,,60.98888572,169.4095458,
20078a,889,,7/27/2020,east,poor-roadside,11:46:12,0:04:13,253,rest,corn,447049.3,4646295.586,crop,3.847133254,222.9231485,173.2566791,
20078a,890,,7/27/2020,east,poor-roadside,11:59:59,0:00:01,1,feed,white clover,447075.476,4646074.205,poor,,,,
20080b,891,1,7/29/2020,west,rich-roadside,8:37:00,0:15:07,907,release,grass,445432.023,4646770.574,poor,,2.207414777,28.16715024,
20080b,892,2,7/29/2020,west,rich-roadside,8:52:09,0:25:49,1549,rest,grass,445433.065,4646772.52,poor,3.141592654,2.207414777,208.1671502,TRUE
20080b,893,3,7/29/2020,west,rich-roadside,9:18:00,0:00:11,11,rest,grass,445432.023,4646770.574,poor,-70.75168065,4.798447457,137.4154696,TRUE
20080b,894,4,7/29/2020,west,rich-roadside,9:18:13,0:00:13,13,rest,grass,445435.27,4646767.041,poor,40.02274285,34.90188088,177.4382125,TRUE
20080b,895,5,7/29/2020,west,rich-roadside,9:18:57,0:00:01,1,rest,grass,445436.83,4646732.174,poor,-147.7283965,14.59219312,29.70981597,TRUE
20080b,896,6,7/29/2020,west,rich-roadside,9:19:00,0:00:41,41,feed,red clover,445444.062,4646744.848,poor,-40.83726491,2.64777737,348.8725511,TRUE
20080b,897,7,7/29/2020,west,rich-roadside,9:19:43,0:00:15,15,rest,gravel,445443.551,4646747.446,poor,13.97099949,29.5914354,2.843550552,TRUE
